Date,Price_Dailymetal,Price_COMEX,Price_SA_LOB,Price_LAC,Price_EA_Carbonate,Price_EA_Carbonate_Batt
2018-12-24,12.229,14.0,13.5,10.13,37.75,43.7
2018-12-25,12.229,14.0,13.5,10.13,37.75,43.7
2018-12-26,12.229,14.0,13.5,10.13,37.75,43.7
2018-12-27,12.229,14.0,13.5,10.13,37.75,43.7
2018-12-28,12.229,14.0,13.5,10.13,37.75,43.7
2018-12-31,12.229,14.0,13.5,10.13,37.75,43.7
2019-01-02,12.229,14.0,13.4881,10.13,37.75,43.7
2019-01-03,12.229,14.0,13.4762,10.13,37.75,43.7
2019-01-07,12.229,14.0,13.4643,10.13,37.75,43.7
2019-01-08,12.152,14.0,13.4524,10.13,37.75,43.7
2019-01-09,12.152,14.0,13.4405,10.13,37.75,43.7
2019-01-10,12.152,14.0,13.4286,10.13,37.75,43.7
2019-01-11,12.075,14.0,13.4167,10.13,37.75,43.7
2019-01-14,12.075,14.0,13.4048,10.13,37.75,43.7
2019-01-15,11.922,14.0,13.3929,10.13,37.75,43.7
2019-01-16,11.922,14.0,13.381,10.13,37.75,43.7
2019-01-17,11.922,14.0,13.369,10.13,37.75,43.7
2019-01-18,11.922,14.0,13.3571,10.13,37.75,43.7
2019-01-21,11.922,14.0,13.3452,10.13,37.75,43.7
2019-01-22,11.922,14.0,13.3333,10.13,37.75,43.7
2019-01-23,11.922,14.0,13.3214,10.13,37.75,43.7
2019-01-24,11.922,14.0,13.3095,10.13,37.75,43.7
2019-01-25,11.922,14.0,13.2976,10.13,37.75,43.7
2019-01-28,11.922,14.0,13.2857,10.13,37.75,43.7
2019-01-29,11.922,14.0,13.2738,10.13,37.75,43.7
2019-01-30,11.922,14.0,13.2619,10.13,37.75,43.7
2019-01-31,11.922,14.0,13.25,10.13,37.75,43.7
2019-02-01,11.922,14.0,13.2333,10.13,37.75,43.7
2019-02-11,11.922,14.0,13.2167,10.13,37.75,43.7
2019-02-12,11.922,14.0,13.2,10.13,37.75,43.7
2019-02-13,11.922,14.0,13.1833,10.13,37.75,43.7
2019-02-14,11.922,14.0,13.1667,10.13,37.75,43.7
2019-02-15,11.922,14.0,13.15,10.13,37.75,43.7
2019-02-18,11.922,14.0,13.1333,10.13,37.75,43.7
2019-02-19,12.075,14.0,13.1167,10.13,37.75,43.7
2019-02-20,12.075,14.0,13.1,10.13,37.75,43.7
2019-02-21,12.075,14.0,13.0833,10.13,37.75,43.7
2019-02-22,12.075,14.0,13.0667,10.13,37.75,43.7
2019-02-25,12.075,14.0,13.05,10.13,37.75,43.7
2019-02-26,12.075,14.0,13.0333,10.13,37.75,43.7
2019-02-27,12.075,14.0,13.0167,10.13,37.75,43.7
2019-02-28,12.075,14.0,13.0,10.13,37.75,43.7
2019-03-01,11.922,14.0,13.0,10.13,37.75,43.7
2019-03-04,11.922,14.0,13.0,10.13,37.75,43.7
2019-03-05,11.922,14.0,13.0,10.13,37.75,43.7
2019-03-06,11.922,14.0,13.0,10.13,37.75,43.7
2019-03-07,11.922,14.0,13.0,10.13,37.75,43.7
2019-03-08,11.614,14.0,13.0,10.13,37.75,43.7
2019-03-11,11.614,14.0,13.0,10.13,37.75,43.7
2019-03-12,11.614,14.0,13.0,10.13,37.75,43.7
2019-03-13,11.614,14.0,13.0,10.13,37.75,43.7
2019-03-14,11.614,14.0,13.0,10.13,37.75,43.7
2019-03-15,11.614,14.0,13.0,10.13,37.75,43.7
2019-03-18,11.614,14.0,13.0,10.13,37.75,43.7
2019-03-19,11.614,14.0,13.0,10.13,37.75,43.7
2019-03-20,11.614,14.0,13.0,10.13,37.75,43.7
2019-03-21,11.614,14.0,13.0,10.13,37.75,43.7
2019-03-22,11.614,14.0,13.0,10.13,37.75,43.7
2019-03-25,11.614,14.0,13.0,10.13,37.75,43.7
2019-03-26,11.614,14.0,13.0,10.13,37.75,43.7
2019-03-27,11.768,14.0,13.0,10.13,37.75,43.7
2019-03-28,11.768,14.0,13.0,10.13,37.75,43.7
2019-03-29,11.768,14.0,13.0,10.13,37.75,43.7
2019-03-31,11.768,14.0,13.0,10.13,37.75,43.7
2019-04-01,11.768,14.0,12.9881,10.13,37.75,43.7
2019-04-02,11.768,14.0,12.9762,10.13,37.75,43.7
2019-04-03,11.768,14.0,12.9643,10.13,37.75,43.7
2019-04-04,11.768,14.0,12.9524,10.13,37.75,43.7
2019-04-08,11.768,14.0,12.9405,10.13,37.75,43.7
2019-04-09,11.768,14.0,12.9286,10.13,37.75,43.7
2019-04-10,11.691,14.0,12.9167,10.13,37.75,43.7
2019-04-11,11.691,14.0,12.9048,10.13,37.75,43.7
2019-04-12,11.691,14.0,12.8929,10.13,37.75,43.7
2019-04-15,11.691,14.0,12.881,10.13,37.75,43.7
2019-04-16,11.691,14.0,12.869,10.13,37.75,43.7
2019-04-17,11.691,14.0,12.8571,10.13,37.75,43.7
2019-04-18,11.691,14.0,12.8452,10.13,37.75,43.7
2019-04-19,11.691,14.0,12.8333,10.13,37.75,43.7
2019-04-22,11.691,14.0,12.8214,10.13,37.75,43.7
2019-04-23,11.768,14.0,12.8095,10.13,37.75,43.7
2019-04-24,11.768,14.0,12.7976,10.13,37.75,43.7
2019-04-25,11.768,14.0,12.7857,10.13,37.75,43.7
2019-04-26,11.768,14.0,12.7738,10.13,37.75,43.7
2019-04-29,11.768,14.0,12.7619,10.13,37.75,43.7
2019-04-30,11.768,14.0,12.75,10.13,37.75,43.7
2019-05-06,11.768,14.0,12.725,10.13,37.75,43.7
2019-05-07,11.768,14.0,12.7,10.13,37.75,43.7
2019-05-08,11.768,14.0,12.675,10.13,37.75,43.7
2019-05-09,11.768,14.0,12.65,10.13,37.75,43.7
2019-05-10,11.768,14.0,12.625,10.13,37.75,43.7
2019-05-13,11.768,14.0,12.6,10.13,37.75,43.7
2019-05-14,11.768,14.0,12.575,10.13,37.75,43.7
2019-05-15,11.768,14.0,12.55,10.13,37.75,43.7
2019-05-16,11.768,14.0,12.525,10.13,37.75,43.7
2019-05-17,11.768,14.0,12.5,10.13,37.75,43.7
2019-05-20,11.768,14.0,12.475,10.13,37.75,43.7
2019-05-21,11.768,14.0,12.45,10.13,37.75,43.7
2019-05-22,11.768,14.0,12.425,10.13,37.75,43.7
2019-05-23,11.768,14.0,12.4,10.13,37.75,43.7
2019-05-24,11.768,14.0,12.375,10.13,37.75,43.7
2019-05-27,11.845,14.0,12.35,10.13,37.75,43.7
2019-05-28,11.845,14.0,12.325,10.13,37.75,43.7
2019-05-29,11.845,14.0,12.3,10.13,37.75,43.7
2019-05-30,11.845,14.0,12.275,10.13,37.75,43.7
2019-05-31,11.845,14.0,12.25,10.13,37.75,43.7
2019-06-03,11.845,14.0,12.2125,10.13,37.75,43.7
2019-06-04,11.845,14.0,12.175,10.13,37.75,43.7
2019-06-05,11.845,14.0,12.1375,10.13,37.75,43.7
2019-06-06,11.845,14.0,12.1,10.13,37.75,43.7
2019-06-10,11.845,14.0,12.0625,10.13,37.75,43.7
2019-06-11,11.845,14.0,12.025,10.13,37.75,43.7
2019-06-12,11.845,14.0,11.9875,10.13,37.75,43.7
2019-06-13,11.691,14.0,11.95,10.13,37.75,43.7
2019-06-14,11.614,14.0,11.9125,10.13,37.75,43.7
2019-06-17,11.614,14.0,11.875,10.13,37.75,43.7
2019-06-18,11.614,14.0,11.8375,10.13,37.75,43.7
2019-06-19,11.537,14.0,11.8,10.13,37.75,43.7
2019-06-20,11.537,14.0,11.7625,10.13,37.75,43.7
2019-06-21,11.537,14.0,11.725,10.13,37.75,43.7
2019-06-24,11.46,14.0,11.6875,10.13,37.75,43.7
2019-06-25,11.46,14.0,11.65,10.13,37.75,43.7
2019-06-26,11.46,14.0,11.6125,10.13,37.75,43.7
2019-06-27,11.306,14.0,11.575,10.13,37.75,43.7
2019-06-28,11.306,14.0,11.5375,10.13,37.75,43.7
2019-06-30,11.229,14.0,11.5,10.13,37.75,43.7
2019-07-01,11.152,14.0,11.4565,10.13,37.75,43.7
2019-07-02,11.152,14.0,11.413,10.13,37.75,43.7
2019-07-03,11.152,14.0,11.3696,10.13,37.75,43.7
2019-07-04,11.152,14.0,11.3261,10.13,37.75,43.7
2019-07-05,11.152,14.0,11.2826,10.13,37.75,43.7
2019-07-08,11.075,14.0,11.2391,10.13,37.75,43.7
2019-07-09,10.999,14.0,11.1957,10.13,37.75,43.7
2019-07-10,10.999,14.0,11.1522,10.13,37.75,43.7
2019-07-11,10.845,14.0,11.1087,10.13,37.75,43.7
2019-07-12,10.845,14.0,11.0652,10.13,37.75,43.7
2019-07-15,10.845,14.0,11.0217,10.13,37.75,43.7
2019-07-16,10.845,14.0,10.9783,10.13,37.75,43.7
2019-07-17,10.845,14.0,10.9348,10.13,37.75,43.7
2019-07-18,10.845,14.0,10.8913,10.13,37.75,43.7
2019-07-19,10.768,14.0,10.8478,10.13,37.75,43.7
2019-07-22,10.768,14.0,10.8043,10.13,37.75,43.7
2019-07-23,10.537,14.0,10.7609,10.13,37.75,43.7
2019-07-24,10.537,14.0,10.7174,10.13,37.75,43.7
2019-07-25,10.537,14.0,10.6739,10.13,37.75,43.7
2019-07-26,10.383,14.0,10.6304,10.13,37.75,43.7
2019-07-29,10.306,14.0,10.587,10.13,37.75,43.7
2019-07-30,10.306,14.0,10.5435,10.13,37.75,43.7
2019-07-31,10.306,14.0,10.5,10.13,37.75,43.7
2019-08-01,10.306,14.0,10.4946,10.13,37.75,43.7
2019-08-02,10.229,14.0,10.4891,10.13,37.75,43.7
2019-08-05,10.153,14.0,10.4837,10.13,37.75,43.7
2019-08-06,10.153,14.0,10.4783,10.13,37.75,43.7
2019-08-07,10.076,14.0,10.4728,10.13,37.75,43.7
2019-08-08,10.076,14.0,10.4674,10.13,37.75,43.7
2019-08-09,10.076,14.0,10.462,10.13,37.75,43.7
2019-08-12,10.076,14.0,10.4565,10.13,37.75,43.7
2019-08-13,9.9987,14.0,10.4511,10.13,37.75,43.7
2019-08-14,9.9987,14.0,10.4457,10.13,37.75,43.7
2019-08-15,9.9218,14.0,10.4402,10.13,37.75,43.7
2019-08-16,9.8449,14.0,10.4348,10.13,37.75,43.7
2019-08-19,9.768,14.0,10.4293,10.13,37.75,43.7
2019-08-20,9.768,14.0,10.4239,10.13,37.75,43.7
2019-08-21,9.768,14.0,10.4185,10.13,37.75,43.7
2019-08-22,9.691,14.0,10.413,10.13,37.75,43.7
2019-08-23,9.6141,14.0,10.4076,10.13,37.75,43.7
2019-08-26,9.6141,14.0,10.4022,10.13,37.75,43.7
2019-08-27,9.6141,14.0,10.3967,10.13,37.75,43.7
2019-08-28,9.6141,14.0,10.3913,10.13,37.75,43.7
2019-08-29,9.4603,14.0,10.3859,10.13,37.75,43.7
2019-08-30,9.4603,14.0,10.3804,10.13,37.75,43.7
2019-08-31,9.4603,14.0,10.375,10.13,37.75,43.7
2019-09-02,9.4603,14.0,10.3684,10.13,37.75,43.7
2019-09-03,9.4603,14.0,10.3618,10.13,37.75,43.7
2019-09-04,9.4603,14.0,10.3553,10.13,37.75,43.7
2019-09-05,9.4603,14.0,10.3487,10.13,37.75,43.7
2019-09-06,9.4603,14.0,10.3421,10.13,37.75,43.7
2019-09-09,9.4603,14.0,10.3355,10.13,37.75,43.7
2019-09-10,9.4603,14.0,10.3289,10.13,37.75,43.7
2019-09-11,9.4603,14.0,10.3224,10.13,37.75,43.7
2019-09-12,9.4603,14.0,10.3158,10.13,37.75,43.7
2019-09-16,9.4603,14.0,10.3092,10.13,37.75,43.7
2019-09-17,9.2296,14.0,10.3026,10.13,37.75,43.7
2019-09-18,9.2296,14.0,10.2961,10.13,37.75,43.7
2019-09-19,9.1527,14.0,10.2895,10.13,37.75,43.7
2019-09-20,9.1527,14.0,10.2829,10.13,37.75,43.7
2019-09-23,9.1527,14.0,10.2763,10.13,37.75,43.7
2019-09-24,9.0757,14.0,10.2697,10.13,37.75,43.7
2019-09-26,9.0757,14.0,10.2632,10.13,37.75,43.7
2019-09-27,9.0757,14.0,10.2566,10.13,37.75,43.7
2019-09-30,9.0757,14.0,10.25,10.13,37.75,43.7
2019-10-08,9.0757,14.0,10.2417,10.13,37.75,43.7
2019-10-09,9.0757,14.0,10.2333,10.13,37.75,43.7
2019-10-10,9.0757,14.0,10.225,10.13,37.75,43.7
2019-10-11,9.0757,14.0,10.2167,10.13,37.75,43.7
2019-10-14,9.0757,14.0,10.2083,10.13,37.75,43.7
2019-10-15,9.0757,14.0,10.2,10.13,37.75,43.7
2019-10-16,9.0757,14.0,10.1917,10.13,37.75,43.7
2019-10-17,9.0757,14.0,10.1833,10.13,37.75,43.7
2019-10-18,9.0757,14.0,10.175,10.13,37.75,43.7
2019-10-21,9.0757,14.0,10.1667,10.13,37.75,43.7
2019-10-22,8.9988,14.0,10.1583,10.13,37.75,43.7
2019-10-23,8.9988,14.0,10.15,10.13,37.75,43.7
2019-10-24,8.9988,14.0,10.1417,10.13,37.75,43.7
2019-10-25,8.9988,14.0,10.1333,10.13,37.75,43.7
2019-10-28,8.9988,14.0,10.125,10.13,37.75,43.7
2019-10-29,8.9988,14.0,10.1167,10.13,37.75,43.7
2019-10-30,8.9988,14.0,10.1083,10.13,37.75,43.7
2019-10-31,8.9988,14.0,10.1,10.13,37.75,43.7
2019-11-01,8.9988,14.0,10.0727,10.13,37.75,43.7
2019-11-04,8.9219,14.0,10.0455,10.13,37.75,43.7
2019-11-05,8.9219,14.0,10.0182,10.13,37.75,43.7
2019-11-06,8.9219,14.0,9.9909,10.13,37.75,43.7
2019-11-07,8.9219,14.0,9.9636,10.13,37.75,43.7
2019-11-08,8.9219,14.0,9.9364,10.13,37.75,43.7
2019-11-11,8.9219,14.0,9.9091,10.13,37.75,43.7
2019-11-12,8.9219,14.0,9.8818,10.13,37.75,43.7
2019-11-13,8.845,14.0,9.8545,10.13,37.75,43.7
2019-11-14,8.845,14.0,9.8273,10.13,37.75,43.7
2019-11-15,8.6912,14.0,9.8,10.13,37.75,43.7
2019-11-18,8.6912,14.0,9.7727,10.13,37.75,43.7
2019-11-19,8.6912,14.0,9.7455,10.13,37.75,43.7
2019-11-20,8.6912,14.0,9.7182,10.13,37.75,43.7
2019-11-21,8.6143,14.0,9.6909,10.13,37.75,43.7
2019-11-22,8.6143,14.0,9.6636,10.13,37.75,43.7
2019-11-25,8.3835,14.0,9.6364,10.13,37.75,43.7
2019-11-26,8.3835,14.0,9.6091,10.13,37.75,43.7
2019-11-27,8.3835,14.0,9.5818,10.13,37.75,43.7
2019-11-28,8.3835,14.0,9.5545,10.13,37.75,43.7
2019-11-29,8.3066,14.0,9.5273,10.13,37.75,43.7
2019-11-30,8.2681,14.0,9.5,10.13,37.75,43.7
2019-12-02,8.2297,14.0,9.4886,10.13,37.75,43.7
2019-12-03,8.0759,14.0,9.4773,10.13,37.75,43.7
2019-12-04,8.0759,14.0,9.4659,10.13,37.75,43.7
2019-12-05,8.0759,14.0,9.4545,10.13,37.75,43.7
2019-12-06,8.0759,14.0,9.4432,10.13,37.75,43.7
2019-12-09,7.999,14.0,9.4318,10.13,37.75,43.7
2019-12-10,7.999,14.0,9.4205,10.13,37.75,43.7
2019-12-11,7.999,14.0,9.4091,10.13,37.75,43.7
2019-12-12,7.999,14.0,9.3977,10.13,37.75,43.7
2019-12-13,7.8451,14.0,9.3864,10.13,37.75,43.7
2019-12-16,7.8451,14.0,9.375,10.13,37.75,43.7
2019-12-17,7.8451,14.0,9.3636,10.13,37.75,43.7
2019-12-18,7.8451,14.0,9.3523,10.13,37.75,43.7
2019-12-19,7.8451,14.0,9.3409,10.13,37.75,43.7
2019-12-20,7.8451,14.0,9.3295,10.13,37.75,43.7
2019-12-23,7.8451,14.0,9.3182,10.13,37.75,43.7
2019-12-24,7.8451,14.0,9.3068,10.13,37.75,43.7
2019-12-25,7.7682,14.0,9.2955,10.13,37.75,43.7
2019-12-26,7.7682,14.0,9.2841,10.13,37.75,43.7
2019-12-27,7.6144,14.0,9.2727,10.13,37.75,43.7
2019-12-30,7.6144,14.0,9.2614,10.13,37.75,43.7
2019-12-31,7.6144,14.0,9.25,10.13,37.75,43.7
2020-01-02,7.6144,14.0,9.1923,10.13,37.75,43.7
2020-01-03,7.6144,14.0,9.1346,10.13,37.75,43.7
2020-01-06,7.6144,14.0,9.0769,10.13,37.75,43.7
2020-01-07,7.6144,14.0,9.0192,10.13,37.75,43.7
2020-01-08,7.6144,14.0,8.9615,10.13,37.75,43.7
2020-01-10,7.5375,14.0,8.9038,10.13,37.75,43.7
2020-01-13,7.5375,14.0,8.8462,10.13,37.75,43.7
2020-01-14,7.5375,14.0,8.7885,10.13,37.75,43.7
2020-01-15,7.5375,14.0,8.7308,10.13,37.75,43.7
2020-01-17,7.5375,14.0,8.6731,10.13,37.75,43.7
2020-01-20,7.5375,14.0,8.6154,10.13,37.75,43.7
2020-01-21,7.5375,14.0,8.5577,10.13,37.75,43.7
2020-01-31,7.5375,14.0,8.5,10.13,37.75,43.7
2020-02-03,7.5375,14.0,8.5,10.13,37.75,43.7
2020-02-04,7.5375,14.0,8.5,10.13,37.75,43.7
2020-02-05,7.5375,14.0,8.5,10.13,37.75,43.7
2020-02-06,7.5375,14.0,8.5,10.13,37.75,43.7
2020-02-07,7.5375,14.0,8.5,10.13,37.75,43.7
2020-02-10,7.5375,14.0,8.5,10.13,37.75,43.7
2020-02-11,7.5375,14.0,8.5,10.13,37.75,43.7
2020-02-12,7.5375,14.0,8.5,10.13,37.75,43.7
2020-02-13,7.5375,14.0,8.5,10.13,37.75,43.7
2020-02-14,7.5375,14.0,8.5,10.13,37.75,43.7
2020-02-17,7.5375,14.0,8.5,10.13,37.75,43.7
2020-02-18,7.5375,14.0,8.5,10.13,37.75,43.7
2020-02-19,7.5375,14.0,8.5,10.13,37.75,43.7
2020-02-20,7.5375,14.0,8.5,10.13,37.75,43.7
2020-02-21,7.5375,14.0,8.5,10.13,37.75,43.7
2020-02-24,7.5375,14.0,8.5,10.13,37.75,43.7
2020-02-25,7.5375,14.0,8.5,10.13,37.75,43.7
2020-02-26,7.5375,14.0,8.5,10.13,37.75,43.7
2020-02-27,7.5375,14.0,8.5,10.13,37.75,43.7
2020-02-28,7.3837,14.0,8.5,10.13,37.75,43.7
2020-02-29,7.3837,14.0,8.5,10.13,37.75,43.7
2020-03-02,7.3837,14.0,8.4716,10.13,37.75,43.7
2020-03-03,7.3837,14.0,8.4432,10.13,37.75,43.7
2020-03-04,7.3837,14.0,8.4148,10.13,37.75,43.7
2020-03-05,7.3837,14.0,8.3864,10.13,37.75,43.7
2020-03-06,7.3837,14.0,8.358,10.13,37.75,43.7
2020-03-09,7.2298,14.0,8.3295,10.13,37.75,43.7
2020-03-10,7.2298,14.0,8.3011,10.13,37.75,43.7
2020-03-11,7.2298,14.0,8.2727,10.13,37.75,43.7
2020-03-12,7.2298,14.0,8.2443,10.13,37.75,43.7
2020-03-13,7.2298,14.0,8.2159,10.13,37.75,43.7
2020-03-16,7.2298,14.0,8.1875,10.13,37.75,43.7
2020-03-17,7.2298,14.0,8.1591,10.13,37.75,43.7
2020-03-18,7.2298,14.0,8.1307,10.13,37.75,43.7
2020-03-19,7.2298,14.0,8.1023,10.13,37.75,43.7
2020-03-20,7.076,14.0,8.0739,10.13,37.75,43.7
2020-03-23,7.076,14.0,8.0455,10.13,37.75,43.7
2020-03-24,7.076,14.0,8.017,10.13,37.75,43.7
2020-03-25,7.076,14.0,7.9886,10.13,37.75,43.7
2020-03-26,7.076,14.0,7.9602,10.13,37.75,43.7
2020-03-27,7.076,14.0,7.9318,10.13,37.75,43.7
2020-03-30,7.076,14.0,7.9034,10.13,37.75,43.7
2020-03-31,7.076,14.0,7.875,10.13,37.75,43.7
2020-04-01,7.076,14.0,7.8125,10.13,37.75,43.7
2020-04-02,7.076,14.0,7.75,10.13,37.75,43.7
2020-04-03,7.076,14.0,7.6875,10.13,37.75,43.7
2020-04-06,6.9991,14.0,7.625,10.13,37.75,43.7
2020-04-07,6.9991,14.0,7.5625,10.13,37.75,43.7
2020-04-08,6.9991,14.0,7.5,10.13,37.75,43.7
2020-04-09,6.9991,14.0,7.4375,10.13,37.75,43.7
2020-04-10,6.9991,14.0,7.375,10.13,37.75,43.7
2020-04-13,6.9991,14.0,7.3125,10.13,37.75,43.7
2020-04-14,6.9991,14.0,7.25,10.13,37.75,43.7
2020-04-15,6.9991,14.0,7.1875,10.13,37.75,43.7
2020-04-16,6.9991,14.0,7.125,10.13,37.75,43.7
2020-04-17,6.9991,14.0,7.0625,10.13,37.75,43.7
2020-04-20,6.9991,14.0,7.0,10.13,37.75,43.7
2020-04-21,6.8068,14.0,6.9375,10.13,37.75,43.7
2020-04-22,6.8068,14.0,6.875,10.13,37.75,43.7
2020-04-23,6.8068,14.0,6.8125,10.13,37.75,43.7
2020-04-24,6.8068,14.0,6.75,10.13,37.75,43.7
2020-04-27,6.8068,14.0,6.6875,10.13,37.75,43.7
2020-04-28,6.8068,14.0,6.625,10.13,37.75,43.7
2020-04-29,6.8068,14.0,6.5625,10.13,37.75,43.7
2020-04-30,6.8068,14.0,6.5,10.13,37.75,43.7
2020-05-01,6.8068,14.0,6.5114,10.13,37.75,43.7
2020-05-04,6.8068,14.0,6.5227,10.13,37.75,43.7
2020-05-05,6.7299,14.0,6.5341,10.13,37.75,43.7
2020-05-06,6.7299,14.0,6.5455,10.13,37.75,43.7
2020-05-07,6.7299,14.0,6.5568,10.13,37.75,43.7
2020-05-08,6.7299,14.0,6.5682,10.13,37.75,43.7
2020-05-11,6.7299,14.0,6.5795,10.13,37.75,43.7
2020-05-12,6.7299,14.0,6.5909,10.13,37.75,43.7
2020-05-13,6.7299,14.0,6.6023,10.13,37.75,43.7
2020-05-14,6.7299,14.0,6.6136,10.13,37.75,43.7
2020-05-15,6.7299,14.0,6.625,10.13,37.75,43.7
2020-05-18,6.5376,14.0,6.6364,10.13,37.75,43.7
2020-05-19,6.5376,14.0,6.6477,10.13,37.75,43.7
2020-05-20,6.5376,14.0,6.6591,10.13,37.75,43.7
2020-05-21,6.5376,14.0,6.6705,10.13,37.75,43.7
2020-05-22,6.5376,14.0,6.6818,10.13,37.75,43.7
2020-05-25,6.5376,14.0,6.6932,10.13,37.75,43.7
2020-05-26,6.5376,14.0,6.7045,10.13,37.75,43.7
2020-05-27,6.5376,14.0,6.7159,10.13,37.75,43.7
2020-05-28,6.5376,14.0,6.7273,10.13,37.75,43.7
2020-05-29,6.5376,14.0,6.7386,10.13,37.75,43.7
2020-05-31,6.5376,14.0,6.75,10.13,37.75,43.7
2020-06-01,6.5376,14.0,6.75,10.13,37.75,43.7
2020-06-02,6.5376,14.0,6.75,10.13,37.75,43.7
2020-06-03,6.5376,14.0,6.75,10.13,37.75,43.7
2020-06-04,6.5376,14.0,6.75,10.13,37.75,43.7
2020-06-05,6.5376,14.0,6.75,10.13,37.75,43.7
2020-06-08,6.5376,14.0,6.75,10.13,37.75,43.7
2020-06-09,6.3838,14.0,6.75,10.13,37.75,43.7
2020-06-10,6.3838,14.0,6.75,10.13,37.75,43.7
2020-06-11,6.3838,14.0,6.75,10.13,37.75,43.7
2020-06-12,6.3838,14.0,6.75,10.13,37.75,43.7
2020-06-15,6.3838,14.0,6.75,10.13,37.75,43.7
2020-06-16,6.3838,14.0,6.75,10.13,37.75,43.7
2020-06-17,6.3838,14.0,6.75,10.13,37.75,43.7
2020-06-18,6.3838,14.0,6.75,10.13,37.75,43.7
2020-06-19,6.3838,14.0,6.75,10.13,37.75,43.7
2020-06-22,6.23,14.0,6.75,10.13,37.75,43.7
2020-06-23,6.23,14.0,6.75,10.13,37.75,43.7
2020-06-24,6.23,14.0,6.75,10.13,37.75,43.7
2020-06-25,6.23,14.0,6.75,10.13,37.75,43.7
2020-06-26,6.23,14.0,6.75,10.13,37.75,43.7
2020-06-29,6.23,14.0,6.75,10.13,37.75,43.7
2020-06-30,6.23,14.0,6.75,10.13,37.75,43.7
2020-07-01,6.23,14.0,6.7391,10.13,37.75,43.7
2020-07-02,6.23,14.0,6.7283,10.13,37.75,43.7
2020-07-03,6.23,14.0,6.7174,10.13,37.75,43.7
2020-07-06,6.23,14.0,6.7065,10.13,37.75,43.7
2020-07-07,6.23,14.0,6.6957,10.13,37.75,43.7
2020-07-08,6.23,14.0,6.6848,10.13,37.75,43.7
2020-07-09,6.23,14.0,6.6739,10.13,37.75,43.7
2020-07-10,6.23,14.0,6.663,10.13,37.75,43.7
2020-07-13,6.23,14.0,6.6522,10.13,37.75,43.7
2020-07-14,5.9992,14.0,6.6413,10.13,37.75,43.7
2020-07-15,5.9992,14.0,6.6304,10.13,37.75,43.7
2020-07-16,5.9992,14.0,6.6196,10.13,37.75,43.7
2020-07-17,5.9992,14.0,6.6087,10.13,37.75,43.7
2020-07-20,5.9992,14.0,6.5978,10.13,37.75,43.7
2020-07-21,5.9992,14.0,6.587,10.13,37.75,43.7
2020-07-22,5.9992,14.0,6.5761,10.13,37.75,43.7
2020-07-23,5.9992,14.0,6.5652,10.13,37.75,43.7
2020-07-24,5.9992,14.0,6.5543,10.13,37.75,43.7
2020-07-27,5.9992,14.0,6.5435,10.13,37.75,43.7
2020-07-28,5.9992,14.0,6.5326,10.13,37.75,43.7
2020-07-29,5.9992,14.0,6.5217,10.13,37.75,43.7
2020-07-30,5.9992,14.0,6.5109,10.13,37.75,43.7
2020-07-31,5.9992,14.0,6.5,10.13,37.75,43.7
2020-08-03,5.9992,14.0,6.4881,10.13,37.75,43.7
2020-08-04,5.9992,14.0,6.4762,10.13,37.75,43.7
2020-08-05,5.9992,14.0,6.4643,10.13,37.75,43.7
2020-08-06,5.9992,14.0,6.4524,10.13,37.75,43.7
2020-08-07,5.9992,14.0,6.4405,10.13,37.75,43.7
2020-08-10,5.9992,14.0,6.4286,10.13,37.75,43.7
2020-08-11,5.9992,14.0,6.4167,10.13,37.75,43.7
2020-08-12,5.9992,14.0,6.4048,10.13,37.75,43.7
2020-08-13,5.9992,14.0,6.3929,10.13,37.75,43.7
2020-08-14,5.9992,14.0,6.381,10.13,37.75,43.7
2020-08-17,5.9992,14.0,6.369,10.13,37.75,43.7
2020-08-18,5.9992,14.0,6.3571,10.13,37.75,43.7
2020-08-19,5.9992,14.0,6.3452,10.13,37.75,43.7
