Date,CODALY,COLMEX,COCOMX,COLMEAS,COSMMS
2024-07-17,12.077,26177.0,12.0,115.0,29500.0
2024-07-18,12.077,26186.0,12.0,115.0,29500.0
2024-07-19,12.077,26190.0,12.0,115.0,29500.0
2024-07-21,12.077,26180.8465,12.0,115.0,29500.0314
2024-07-22,12.077,26177.0,12.0,115.0,29500.0
2024-07-23,12.077,26177.0,12.0,115.0,29500.0
2024-07-24,12.077,26177.0,12.0,115.0,29500.0
2024-07-25,12.077,26186.0,12.0,115.0,29500.0
2024-07-26,12.077,26190.0,12.0,115.0,29500.0
2024-07-28,12.0766,26184.8326,12.0,115.0,29470.2527
2024-07-29,12.077,26177.0,12.0,115.0,29500.0
2024-07-30,12.077,26177.0,12.0,115.0,29500.0
2024-07-31,12.077,26177.0,12.0,115.0,29250.0
2024-08-01,12.077,26061.0,12.0,115.0,29250.0
2024-08-02,12.02,26065.0,12.0,115.0,29250.0
2024-08-04,12.0049,26075.4661,11.9995,115.0,29283.7235
2024-08-05,12.02,26069.0,12.0,115.0,29250.0
2024-08-06,12.02,26073.0,12.0,115.0,29150.0
2024-08-07,12.02,26077.0,12.0,115.0,29100.0
2024-08-08,12.02,26090.0,12.0,115.0,29100.0
2024-08-09,12.02,26095.0,12.0,115.0,29100.0
2024-08-11,12.0185,26103.7146,12.4437,115.0,29093.1932
2024-08-12,12.02,26099.0,12.0,115.0,29100.0
2024-08-13,12.02,26104.0,11.0,115.0,29100.0
2024-08-14,12.02,26108.0,11.0,115.0,29050.0
2024-08-15,12.02,25622.0,11.0,115.0,29050.0
2024-08-16,11.793,24526.0,11.0,115.0,29000.0
2024-08-18,11.3748,24290.1845,11.0045,115.0,28985.8238
2024-08-19,11.294,24531.0,11.0,115.0,29000.0
2024-08-20,11.294,24536.0,11.0,115.0,29000.0
2024-08-21,11.294,24541.0,11.0,115.0,29000.0
2024-08-22,11.294,23963.0,11.0,115.0,29000.0
2024-08-23,11.022,23968.0,11.0,115.0,29000.0
2024-08-25,10.8712,24060.1055,11.0,115.0,28964.3165
2024-08-26,10.954,24012.8158,11.0,115.0,28950.0
2024-08-27,11.022,23973.5,11.0,115.0,28950.0
2024-08-28,11.022,23979.0,11.0,115.0,28950.0
2024-08-29,11.022,24000.5,11.0,115.0,28950.0
2024-08-30,11.022,24000.5,11.0,115.0,28950.0
2024-09-01,11.0218,24001.0523,11.0,115.0,28966.231
2024-09-02,11.022,24006.0,11.0,115.0,28950.0
2024-09-03,11.022,24011.0,11.0,115.0,28900.0
2024-09-04,11.022,24016.0,11.0,115.0,28850.0
2024-09-05,11.022,24032.0,11.0,115.0,28850.0
2024-09-06,11.022,24037.0,11.0,115.0,28850.0
2024-09-08,11.022,24038.2684,11.0,115.0,28835.772
2024-09-09,11.022,24042.0,11.0,115.0,28800.0
2024-09-10,11.022,24048.0,11.0,115.0,28750.0
2024-09-11,11.022,24053.0,11.0,115.0,28750.0
2024-09-12,11.022,24070.0,11.0,115.0,28750.0
2024-09-13,11.022,24075.5,11.0,115.0,28750.0
2024-09-16,11.022,24081.0,11.0,115.0,28779.3939
2024-09-17,11.022,24086.0,11.0,115.0,28774.9617
2024-09-18,11.022,24091.0,11.0,115.0,28750.0
2024-09-19,11.022,24107.0,11.0,115.0,28700.0
2024-09-20,11.022,24112.0,11.0,115.0,28650.0
2024-09-22,11.022,24113.3421,11.0,115.0,28685.064
2024-09-23,11.022,24117.0,11.0,115.0,28650.0
2024-09-24,11.022,24123.0,11.0,115.0,28550.0
2024-09-25,11.022,24128.5,11.0,115.0,28550.0
2024-09-26,11.022,24145.0,11.0,115.0,28500.0
2024-09-27,11.022,24150.5,11.0,115.0,28400.0
2024-09-29,11.022,24152.523,11.0,115.0,28371.03
2024-09-30,11.022,24156.0,11.0,115.0,28400.0
2024-10-01,11.022,24161.5,11.0,115.0,28414.9209
2024-10-02,11.022,24167.0,11.0,115.0,28414.2377
2024-10-03,11.022,24183.5,11.0,115.0,28403.6207
2024-10-04,11.022,24189.0,11.0,115.0,28388.7407
2024-10-06,11.022,24190.8089,11.0,115.0,28368.8734
2024-10-07,11.022,24194.5,11.0,115.0,28375.2272
2024-10-08,11.022,24200.0,11.0,115.0,28400.0
2024-10-09,11.022,24205.5,11.0,115.0,28400.0
2024-10-10,11.022,24227.5,11.0,115.0,28250.0
2024-10-11,11.022,24227.5,11.0,115.0,28150.0
2024-10-13,11.022,24229.1191,11.0,114.9999,28080.0736
2024-10-14,11.022,24233.0,11.0,115.0,28050.0
2024-10-15,11.022,24235.0,11.0,115.0,28000.0
2024-10-16,11.022,24237.0,11.0,115.0,27950.0
2024-10-17,11.022,24243.0,11.0,115.0,27900.0
2024-10-18,11.022,24245.0,11.0,115.0,27850.0
2024-10-20,11.022,24245.739,11.0,115.1118,27879.5767
2024-10-21,11.022,24247.0,11.0,115.0,27850.0
2024-10-22,11.022,24249.0,11.0,115.0,27750.0
2024-10-23,11.022,24251.0,11.0,115.0,27700.0
2024-10-24,11.022,24257.0,11.0,115.0,27650.0
2024-10-25,11.022,24259.0,11.0,130.0,27650.0
2024-10-28,11.022,24261.0,11.0,130.0,27600.0
2024-10-29,11.022,24263.0,11.0,130.0,27550.0
2024-10-30,11.022,24265.0,11.0,130.0,27500.0
2024-10-31,11.022,24271.0,11.0,130.0,27400.0
2024-11-01,11.022,24273.0,11.0,130.0,27400.0
2024-11-04,11.022,24275.0,11.0,130.0,27400.0
2024-11-05,11.022,24277.0,11.0,130.0,27350.0
2024-11-06,11.022,24279.0,11.0,130.0,27250.0
2024-11-07,11.022,24286.0,11.0,130.0,27050.0
2024-11-08,11.022,24286.0,11.0,130.0,27050.0
2024-11-10,11.022,24286.059,11.0,130.0,27066.8913
2024-11-11,11.022,24287.75,11.0,130.0,27050.0
2024-11-12,11.022,24289.5,11.0,130.0,27050.0
2024-11-13,11.022,24291.25,11.0,130.0,27100.0
2024-11-14,11.022,24296.5,11.0,130.0,27150.0
2024-11-15,11.022,24298.25,11.0,130.0,27150.0
2024-11-18,11.022,24300.0,11.0,130.0,27150.0
2024-11-19,11.022,24300.0,11.0,130.0,27150.0
2024-11-20,11.022,24300.0,11.0,130.0,27150.0
2024-11-21,11.022,24300.0,11.0,130.0,27150.0
2024-11-22,11.022,24300.0,11.0,130.0,27150.0
2024-11-25,11.022,24300.0,11.0,130.0,27150.0
2024-11-26,11.022,24300.0,11.0,130.0,27100.0
2024-11-27,11.022,24300.0,11.0,128.0,27050.0
2024-11-28,11.022,24300.0,11.0,128.0,27050.0
2024-11-29,11.022,24300.0,11.0,128.0,27050.0
2024-12-01,11.022,24300.0,11.0,127.9623,27071.4655
2024-12-02,11.022,24300.0,11.0,128.0,27050.0
2024-12-03,11.022,24300.0,11.0,128.0,27000.0
2024-12-04,11.022,24300.0,11.0,128.0,27000.0
2024-12-05,11.022,24300.0,11.0,128.0,27000.0
2024-12-06,11.022,24300.0,11.0,128.0,27000.0
2024-12-09,11.022,24300.0,11.0,128.0,26950.0
2024-12-10,11.022,24300.0,11.0,128.0,26900.0
2024-12-11,11.022,24300.0,11.0,128.0,26900.0
2024-12-12,11.022,24300.0,11.0,128.0,26900.0
2024-12-13,11.022,24300.0,11.0,128.0,26850.0
2024-12-15,11.022,24300.0,11.0,128.0,26859.163
2024-12-16,11.022,24300.0,11.0,128.0,26850.0
2024-12-17,11.022,24300.0,11.0,128.0,26800.0
2024-12-18,11.022,24300.0,11.0,128.0,26800.0
2024-12-19,11.022,24300.0,11.0,128.0,26800.0
2024-12-20,11.022,24300.0,11.0,128.0,26800.0
2024-12-22,11.022,24300.0,11.0,128.0,26764.1811
2024-12-23,11.022,24300.0,11.0,128.0,26750.0
2024-12-24,11.022,24300.0,11.0,128.0,26750.0
2024-12-25,11.022,24300.0,11.0,128.0005,26750.0
2024-12-26,11.022,24300.0,11.0,128.0008,26750.0
2024-12-27,11.022,24300.0,11.0,128.0,26700.0
2024-12-29,11.022,24300.0,11.0,127.9968,26687.9011
2024-12-30,11.022,24300.0,11.0,128.0,26700.0
2024-12-31,11.022,24300.0,11.0,128.0,26700.0
2025-01-02,11.022,24300.0,11.0,128.0,26700.0
2025-01-03,11.022,24300.0,11.0,128.0,26650.0
2025-01-05,11.022,24300.0,11.0,126.5704,26637.6802
2025-01-06,11.022,24300.0,11.0,126.0,26650.0
2025-01-07,11.022,24300.0,11.0,126.0,26650.0
2025-01-08,11.022,24300.0,11.0,126.0,26650.0
2025-01-09,11.022,24300.0,11.0,126.0,26650.0
2025-01-10,11.022,24300.0,11.0,126.0,26650.0
2025-01-13,11.022,24300.0,11.0,126.0,26650.0
2025-01-14,11.022,24300.0,11.0,126.0,26650.0
2025-01-15,11.022,24300.0,11.0,126.0,26650.0
2025-01-16,11.022,24300.0,11.0,126.0,26650.0
2025-01-17,11.022,24296.0,11.0,126.0,26650.0
2025-01-19,11.022,24279.27,11.0,126.0,26650.0
2025-01-20,11.022,24275.0,11.0,126.0,26650.0
2025-01-21,11.022,24275.0,11.0,126.0,26650.0
2025-01-22,11.022,24275.0,11.0,126.0,26650.0
2025-01-23,11.022,24271.0,11.0,126.0,26650.0
2025-01-24,11.022,24267.0,11.0,126.0,26650.0
2025-01-26,11.0139,24837.4609,11.0004,126.0,26649.9999
2025-01-27,11.022,23700.0,11.0,126.0,26650.0
2025-01-28,10.773,21500.0,11.0,126.0,26650.0002
2025-01-29,9.7749,21496.0,11.0,126.0,26650.0004
2025-01-30,9.7749,21492.0,11.0,126.0,26650.0007
2025-01-31,9.7749,21492.0,11.0,126.0,26650.001
2025-02-03,9.7749,21483.0,10.0,126.0,26650.0011
2025-02-04,9.7749,21466.0,10.0,126.0,26650.0007
2025-02-05,9.7749,21466.0,10.0,126.0,26650.0
2025-02-06,9.7749,21466.0,10.0,126.0,26650.0
2025-02-07,9.7749,21462.0,10.0,126.0,26650.0
2025-02-09,9.7749,21460.4384,9.9997,126.0,26649.9766
2025-02-10,9.7749,21453.0,10.0,126.0,26650.0
2025-02-11,9.7749,21440.0,10.0,126.0,26650.0
2025-02-12,9.7749,21440.0,10.0,126.0,26650.0
2025-02-13,9.7749,21436.0,10.0,126.0,26650.0
2025-02-14,9.7749,21431.5,10.0,126.0,26650.0
2025-02-16,9.7749,21430.469,10.0,126.0,26672.1313
2025-02-17,9.7749,21422.0,10.0,126.0,26650.0
2025-02-18,9.7749,21408.0,10.0,126.0,26600.0
2025-02-19,9.7749,21408.0,10.0,126.0,26600.0
2025-02-20,9.7749,21403.0,10.0,126.0,26600.0
2025-02-21,9.7749,21399.0,10.0,126.0,26600.0
2025-02-23,9.806,21148.1413,9.9996,126.0,26652.8619
2025-02-24,9.7749,21388.0,10.0,126.0,26600.0
2025-02-25,9.7749,22100.0,10.0,126.0,26650.0
2025-02-26,10.106,22700.0,10.0,126.0,27500.0
2025-02-27,10.378,22850.0,10.0,126.0,28500.0
2025-02-28,10.446,23800.0,10.0,126.0,29250.0
2025-03-03,10.879,24000.0,11.0,126.0,31000.0
2025-03-04,10.984,24200.0,11.0,126.0,33000.0
2025-03-05,11.077,25000.0,11.0,126.0,36000.0
2025-03-06,11.442,26000.0,13.0,126.0,37000.0
2025-03-07,11.898,26730.0,12.0,126.0,39500.0
2025-03-10,12.229,27498.0,12.0,126.0,42000.0
2025-03-11,12.587,28950.0,13.0,126.0,47500.0
2025-03-12,13.249,33300.0,14.0,126.0,48250.0
2025-03-13,15.225,35900.0,14.0,126.0,49500.0
2025-03-14,16.406,35900.0,15.0,126.0,50000.0
2025-03-16,16.581,35856.0886,15.2799,126.0,50147.1807
2025-03-17,16.406,35876.0,15.0,126.0,50050.0
2025-03-18,16.406,35870.0,15.0,126.0,49850.0
2025-03-19,16.406,35859.0,15.0,126.0,49750.0
2025-03-20,16.406,33300.0,15.0,126.0,49700.0
2025-03-21,15.245,33300.0,15.0,126.0,49650.0
2025-03-24,15.245,33279.0,15.0,126.0,49750.0
2025-03-25,15.245,33274.0,15.0,126.0,49800.0
2025-03-26,15.245,33269.0,15.0,126.0,49750.0
2025-03-27,15.245,33500.0,15.0,126.0,49750.0
2025-03-28,15.352,33620.0,15.0,126.0,49750.0
2025-03-31,15.406,33604.0,15.0,126.0,49750.0
2025-04-01,15.406,33599.0,18.0,126.0,49650.0
2025-04-02,15.406,33554.0,16.0,126.0,49650.0
2025-04-03,15.388,33549.0,17.0,126.0,49650.0
2025-04-04,15.388,33302.0,16.0,126.0,49644.1488
2025-04-07,15.286,33302.0,16.0,126.0,49650.0
2025-04-08,15.286,33296.0,16.0,126.0,49650.0
2025-04-09,15.286,33290.0,16.0,126.0,49600.0
2025-04-10,15.286,33284.0,16.0,126.0,49500.0
2025-04-11,15.286,33278.0,16.0,126.0,49350.0
2025-04-14,15.286,33262.0,16.0,126.0,49350.0
2025-04-15,15.286,33260.0,16.0,126.0,49350.0
2025-04-16,15.286,33275.0,16.0,125.0,49350.0
2025-04-17,15.286,33275.0,16.0,140.0,49350.0
2025-04-18,15.286,33270.5822,16.0,150.3857,49350.0
2025-04-21,15.286,33260.8608,16.0,143.4891,49375.0
2025-04-22,15.286,33258.0,16.0,140.0,49375.0
2025-04-23,15.286,33258.0,16.0,140.0,49375.0
2025-04-24,15.286,33267.0,16.0,140.0,49375.0
2025-04-25,15.286,33267.0,16.0,140.0,49375.0
2025-04-28,15.286,33258.0,16.0,140.0,49375.0
2025-04-29,15.286,33258.0,16.0,140.0,49400.0
2025-04-30,15.286,33258.0,16.0,140.0,49400.0
2025-05-01,15.286,33266.0,16.0,140.0,49392.8473
2025-05-02,15.286,33270.0,16.0,140.0,49386.9842
2025-05-05,15.286,33256.9993,16.0,140.0,49388.9184
2025-05-06,15.286,33252.0,16.0,140.0,49400.0
2025-05-07,15.286,33252.0,16.0,140.0,49400.0
2025-05-08,15.286,33261.0,16.0,140.0,49350.0
2025-05-09,15.286,33265.0,16.0,140.0,49350.0
2025-05-12,15.286,33252.0,16.0,140.0,49350.0
2025-05-13,15.286,33252.0,16.0,140.0,49300.0
2025-05-14,15.286,33252.0,16.0,140.0,49300.0
2025-05-15,15.286,33260.0,16.0,140.0,49200.0
2025-05-16,15.286,33264.0,16.0,140.0,49200.0
2025-05-18,15.286,33254.2729,16.0,140.0,49219.1349
2025-05-19,15.286,33251.0,16.0,140.0,49200.0
2025-05-20,15.286,33252.0,16.0,140.0,49150.0
2025-05-21,15.286,33252.0,16.0,140.0,49050.0
2025-05-22,15.286,33269.0,16.0,140.0,49000.0
2025-05-23,15.286,33274.0,16.0,140.0,49000.0
2025-05-26,15.286,33258.4296,16.0,140.0,48950.0
2025-05-27,15.286,33253.0,16.0,140.0,48750.0
2025-05-28,15.286,33253.0,16.0,140.0,48700.0
2025-05-29,15.286,33264.0,16.0,140.0,48650.0
2025-05-30,15.286,33269.5,16.0,140.0,48550.0
2025-06-01,15.2861,33256.2312,16.0,140.0,48515.5014
2025-06-02,15.286,33254.0,16.0,140.0,48542.6161
2025-06-03,15.286,33254.0,16.0,140.0,48550.0
2025-06-04,15.286,33255.0,16.0,140.0,48500.0
2025-06-05,15.286,33266.0,16.0,140.0,48400.0
2025-06-06,15.286,32906.0,16.0,140.0,48375.0
2025-06-09,15.121,32889.0,16.0,140.0,48100.0
2025-06-10,15.121,32889.0,16.0,140.0,47900.0
2025-06-11,15.121,32889.0,16.0,140.0,47750.0
2025-06-12,15.121,32900.5,16.0,140.0,47750.0
2025-06-13,15.121,32906.0,16.0,140.0,47700.0
2025-06-16,15.121,32890.0,16.0,130.0,47600.0
2025-06-17,15.121,32895.0,16.0,140.0,47300.0
2025-06-18,15.121,32890.0,16.0,140.0,47250.0
2025-06-19,15.121,32901.0,15.4941,140.0,47050.0
2025-06-20,15.121,32906.5,15.0,140.0,47050.0
2025-06-23,15.121,32890.5,16.0,140.0,48500.0
2025-06-24,15.121,32890.5,16.0,140.0,48850.0
2025-06-25,15.121,32890.5,16.0,140.0,48950.0
2025-06-26,15.121,32901.0,16.0,140.0,49000.0
2025-06-27,15.121,32906.5,16.0,140.0,49000.0
2025-06-29,15.121,32897.8936,16.0004,140.0,48980.3071
2025-06-30,15.121,32890.5,16.0,140.0,49000.0
2025-07-01,15.121,32890.5,16.0,140.0,49000.0
2025-07-02,15.121,32906.5,16.0,140.0,49000.0
2025-07-03,15.121,32901.5,16.0,140.0,49550.0
2025-07-04,15.121,32906.5,16.0,140.0,49650.0
2025-07-06,15.121,32896.7743,16.0,140.0,50021.8936
2025-07-07,15.121,32890.5,16.0,140.0,50250.0
2025-07-08,15.121,32890.5,16.0,140.0,50350.0
2025-07-09,15.121,32890.5,16.0,140.0,50400.0
2025-07-10,15.121,32901.0,16.0,140.0,50600.0
2025-07-11,15.121,32906.25,16.0,140.0,50725.0
2025-07-13,15.121,32894.97,16.0,140.0,50683.9988
2025-07-14,15.121,32889.5,16.0,140.0,50725.0
2025-07-15,15.121,32889.0,16.0,140.0,50875.0
2025-07-16,15.121,32889.5,16.0,140.0,50925.0
2025-07-17,15.121,32898.5,16.0,140.0,50925.0
2025-07-18,15.121,32902.5,16.0,140.0,50925.0
2025-07-20,15.121,32893.2141,16.0,139.9999,50916.6963
2025-07-21,15.121,32889.5,16.0,140.0,50925.0
2025-07-22,15.121,32890.0,16.0,140.0,50950.0
2025-07-23,15.121,32890.0,16.0,140.0,50975.0
2025-07-24,15.121,32898.0,16.0,140.0,51000.0
2025-07-25,15.121,32902.5,16.0,140.0,51050.0
2025-07-28,15.121,32890.9799,16.0,140.0,51100.0
2025-07-29,15.121,32889.5,16.0,140.0,51100.0
2025-07-30,15.121,32893.1829,16.0,140.0,51100.0
2025-07-31,15.121,32897.5,16.0,137.0,51225.0
2025-08-01,15.121,32897.7421,16.0,137.0,51325.0
2025-08-04,15.121,32888.1467,16.0,137.0,51400.0
2025-08-05,15.121,32889.0,16.0,137.0,51600.0
2025-08-06,15.121,32894.3872,16.0,137.0,51750.0
2025-08-07,15.121,32900.3645,16.0,137.0,51850.0
2025-08-08,15.121,32901.75,16.0,137.0,52000.0
2025-08-11,15.121,32884.5,16.0,137.0,52050.0
2025-08-12,15.121,32889.0,16.0,137.0,52050.0
2025-08-13,15.121,32888.5,16.0,137.0,52050.0
2025-08-14,15.121,32897.0,16.0,137.0,52050.0
2025-08-15,15.121,32901.25,16.0,137.0,52050.0
2025-08-18,15.121,32888.5,16.0,137.0,52100.0
2025-08-19,15.121,32890.0,16.0,137.0,52200.0
2025-08-20,15.121,32890.0,16.0,137.0,52250.0
2025-08-21,15.121,32906.0,16.0,137.0,52350.0
2025-08-22,15.121,32911.5,16.0,137.0,52400.0
2025-08-25,15.121,32900.8703,16.0,137.0,52450.0
2025-08-26,15.121,32890.5,16.0,137.0,52450.0
2025-08-27,15.121,32885.5,16.0,137.0,52475.0
2025-08-28,15.121,32907.0,16.0,137.0,52600.0
2025-08-29,15.121,32907.0,16.0,137.0,52800.0
2025-09-01,15.121,32896.5,16.0,137.0,53000.0
2025-09-02,15.121,32896.5,16.0,137.0,53350.0
2025-09-03,15.121,32896.5,16.0,137.0,53550.0
2025-09-04,15.121,32907.0,16.0,137.0,53650.0
2025-09-05,15.121,32907.0,16.0,137.0,53850.0
2025-09-08,15.121,32896.0,16.0,137.0,54200.0
2025-09-09,15.121,32896.0,16.0,137.0,54400.0
2025-09-10,15.121,32895.5,16.0,137.0,54800.0
2025-09-11,15.121,32906.5,16.0,137.0,54900.0
2025-09-12,15.121,32906.0,16.0,137.0,56300.0
2025-09-15,15.121,32895.5,16.0,137.0,56675.0
2025-09-16,15.121,32896.0,16.0,137.0,57400.0
2025-09-17,15.121,32896.0,16.0,137.0,57600.0
2025-09-18,15.121,34125.0,16.0,137.0,58000.0
2025-09-19,15.672,34126.0,16.0,137.0,58750.0
2025-09-22,15.672,34118.0,16.0,137.0,59075.0
2025-09-23,15.672,34119.0,16.0,137.0,60000.0
2025-09-24,15.672,34120.0,16.0,137.0,60600.0
2025-09-25,15.672,34586.0,16.0,137.0,62000.0
2025-09-26,15.876,34569.5,16.0,137.0,64250.0
2025-09-29,15.876,34575.0,16.0,137.0,66450.0
2025-09-30,15.876,34576.0,16.0,137.0,70750.0
2025-10-01,15.876,34568.0,19.0,137.0,74018.9554
2025-10-02,15.876,34584.0,21.0,129.0,75595.6682
2025-10-03,15.876,34589.0,19.0,129.0,75914.6637
2025-10-06,15.876,36050.0,19.0,129.0,73670.6016
2025-10-07,16.543,38540.0,19.0,129.0,73303.9826
2025-10-08,17.672,40000.0,19.0,129.0,73852.2736
2025-10-09,18.334,41460.0,20.0,126.0,75750.0
2025-10-10,18.99,42320.0,20.0,126.0,78750.0
2025-10-13,19.38,42309.0,20.0,126.0,82000.0
2025-10-14,19.38,42309.0,20.0,126.0,83250.0
2025-10-15,19.38,42309.0,20.0,126.0,85500.0
2025-10-16,19.38,42318.0,20.0,126.0,86300.0
2025-10-17,19.38,43780.0,20.0,126.0,87250.0
2025-10-20,20.04,45240.0,20.0,126.0,87500.0
2025-10-21,20.706,46700.0,21.0,126.0,87650.0
2025-10-22,21.369,48160.0,21.0,126.0,88000.0
2025-10-23,22.031,48167.0,21.0,126.0,88100.0
2025-10-24,22.031,48171.0,21.0,126.0,88100.0
2025-10-27,22.031,48153.0,21.0,126.0,88100.0
2025-10-28,22.031,48152.0,21.0,126.0,88100.0
2025-10-29,22.031,48151.0,21.0,126.0,88100.0
2025-10-30,22.031,48159.0,21.0,126.0,88100.0
2025-10-31,22.031,48163.0,21.0,126.0,88100.0
